0.01000, 0.000, -0.4614
0.02000, 0.000, -0.4812
0.03000, 0.000, -0.3901
0.04000, 0.000, -0.5828
0.05000, 0.000, -0.4299
0.06000, 0.000, -0.6497
0.07000, 0.000, -0.4684
0.08000, 0.000, -0.6862
0.09000, 0.000, -0.5610
0.1000, 0.000, -0.8472
0.1100, 0.000, -0.6405
0.1200, 0.000, -0.9272
0.1300, 0.000, -0.6610
0.1400, 0.000, -0.9369
0.1500, 0.000, -0.6287
0.1600, 0.000, -0.9522
0.1700, 0.000, -0.6216
0.1800, 0.000, -0.8911
0.1900, 0.000, -0.6613
0.2000, 0.000, -0.9517
0.2100, 0.000, -0.6675
0.2200, 0.000, -0.9437
0.2300, 0.000, -0.6578
0.2400, 0.000, -0.9256
0.2500, 0.000, -0.5725
0.2600, 0.000, -0.7791
0.2700, 0.000, -0.5246
0.2800, 0.000, -0.7449
0.2900, 0.000, -0.4835
0.3000, 0.000, -0.6367
0.3100, 0.000, -0.5002
0.3200, 0.000, -0.6167
0.3300, 0.000, -0.4614
0.3400, 0.000, -0.6668
0.3500, 0.000, -0.4942
0.3600, 0.000, -0.6716
0.3700, 0.000, -0.4528
0.3800, 0.000, -0.6561
0.3900, 0.000, -0.4319
0.4000, 0.000, -0.6604
0.4100, 0.000, -0.4815
0.4200, 0.000, -0.6466
0.4300, 0.000, -0.4383
0.4400, 0.000, -0.6138
0.4500, 0.000, -0.4702
0.4600, 0.000, -0.6040
0.4700, 0.000, -0.3881
0.4800, 0.000, -0.6015
0.4900, 0.000, -0.4419
0.5000, 0.000, -0.5865
0.5100, 0.000, -0.3896
0.5200, 0.000, -0.6055
0.5300, 0.000, -0.4434
0.5400, 0.000, -0.6077
0.5500, 0.000, -0.4092
0.5600, 0.000, -0.6224
0.5700, 0.000, -0.4433
0.5800, 0.000, -0.4306
0.5900, 0.000, 0.9278
0.6000, 0.000, 0.7746
0.6100, 0.000, 0.7366
0.6200, 0.000, 0.5886
0.6300, 0.000, 0.5135
0.6400, 0.000, 0.5196
0.6500, 0.000, 0.5120
0.6600, 0.000, 0.4684
0.6700, 0.000, 0.5073
0.6800, 0.000, 0.5027
0.6900, 0.000, 0.4334
0.7000, 0.000, 0.5011
0.7100, 0.000, 0.4547
0.7200, 0.000, 0.4611
0.7300, 0.000, 0.5329
0.7400, 0.000, 0.4913
0.7500, 0.000, 0.6436
0.7600, 0.000, 0.5610
0.7700, 0.000, 0.6013
0.7800, 0.000, 0.5227
0.7900, 0.000, 0.5580
0.8000, 0.000, 0.4912
0.8100, 0.000, 0.5523
0.8200, 0.000, 0.5295
0.8300, 0.000, 0.5779
0.8400, 0.000, 0.5185
0.8500, 0.000, 0.5247
0.8600, 0.000, 0.4752
0.8700, 0.000, 0.5318
0.8800, 0.000, 0.4519
0.8900, 0.000, 0.4683
0.9000, 0.000, 0.4626
0.9100, 0.000, 0.5139
0.9200, 0.000, 0.4925
0.9300, 0.000, 0.4590
0.9400, 0.000, 0.4198
0.9500, 0.000, 0.4375
0.9600, 0.000, 0.3699
0.9700, 0.000, 0.4120
0.9800, 0.000, 0.4057
0.9900, 0.000, 0.4138
1.000, 0.000, 0.3849
1.010, 0.000, 0.4056
1.020, 0.000, 0.3246
1.030, 0.000, 0.4109
1.040, 0.000, 0.3726
1.050, 0.000, 0.3650
1.060, 0.000, 0.3436
1.070, 0.000, 0.4461
1.080, 0.000, 0.3649
1.090, 0.000, 0.3914
1.100, 0.000, 0.3538
1.110, 0.000, 0.3603
1.120, 0.000, 0.3361
1.130, 0.000, 0.3787
1.140, 0.000, 0.3016
