0.01000, -0.9950, 0.4460
0.02000, -0.9900, -0.03752
0.03000, -0.9850, 0.1452
0.04000, -0.9800, -0.3254
0.05000, -0.9750, -0.07957
0.06000, -0.9700, -0.4706
0.07000, -0.9650, -0.2601
0.08000, -0.9600, -0.6530
0.09000, -0.9550, -0.4620
0.1000, -0.9500, -0.8590
0.1100, -0.9450, -0.7626
0.1200, -0.9400, -1.115
0.1300, -0.9350, -1.024
0.1400, -0.9300, -1.402
0.1500, -0.9250, -1.241
0.1600, -0.9200, -1.471
0.1700, -0.9150, -1.257
0.1800, -0.9100, -1.543
0.1900, -0.9050, -1.372
0.2000, -0.9000, -1.662
0.2100, -0.8950, -1.410
0.2200, -0.8900, -1.612
0.2300, -0.8850, -1.281
0.2400, -0.8800, -1.484
0.2500, -0.8750, -1.201
0.2600, -0.8700, -1.412
0.2700, -0.8650, -1.008
0.2800, -0.8600, -1.311
0.2900, -0.8550, -0.9712
0.3000, -0.8500, -1.245
0.3100, -0.8450, -0.8868
0.3200, -0.8400, -1.188
0.3300, -0.8350, -0.8476
0.3400, -0.8300, -1.070
0.3500, -0.8250, -0.6709
0.3600, -0.8200, -0.9506
0.3700, -0.8150, -0.6413
0.3800, -0.8100, -0.9475
0.3900, -0.8050, -0.6082
0.4000, -0.8000, -0.8641
0.4100, -0.7950, -0.5475
0.4200, -0.7900, -0.8410
0.4300, -0.7850, -0.4858
0.4400, -0.7800, -0.7293
0.4500, -0.7750, -0.4191
0.4600, -0.7700, -0.6984
0.4700, -0.7650, -0.3124
0.4800, -0.7600, -0.6023
0.4900, -0.7550, -0.3021
0.5000, -0.7500, -0.5303
0.5100, -0.7450, -0.2373
0.5200, -0.7400, -0.5040
0.5300, -0.7350, -0.2052
0.5400, -0.7300, -0.4758
0.5500, -0.7250, -0.2212
0.5600, -0.7200, -0.4518
0.5700, -0.7150, -0.1896
0.5800, -0.7100, -0.4365
0.5900, -0.7050, -0.1626
0.6000, -0.7000, -0.3712
0.6100, -0.6950, -0.1665
0.6200, -0.6900, -0.4057
0.6300, -0.6850, -0.1953
0.6400, -0.6800, -0.4099
0.6500, -0.6750, -0.1643
0.6600, -0.6700, -0.3329
0.6700, -0.6650, -0.08759
0.6800, -0.6600, -0.2510
0.6900, -0.6550, -0.06995
0.7000, -0.6500, -0.2871
0.7100, -0.6450, -0.1116
0.7200, -0.6400, -0.2832
0.7300, -0.6350, -0.1033
0.7400, -0.6300, -0.2888
0.7500, -0.6250, -0.1312
0.7600, -0.6200, -0.2565
0.7700, -0.6150, -0.03671
0.7800, -0.6100, -0.2303
0.7900, -0.6050, 0.005108
0.8000, -0.6000, -0.1871
0.8100, -0.5950, 0.005374
0.8200, -0.5900, -0.2024
0.8300, -0.5850, -0.02467
0.8400, -0.5800, -0.2293
0.8500, -0.5750, -0.01933
0.8600, -0.5700, -0.2416
0.8700, -0.5650, -0.01412
0.8800, -0.5600, -0.2885
0.8900, -0.5550, -0.04833
0.9000, -0.5500, -0.2689
0.9100, -0.5450, 0.02370
0.9200, -0.5400, -0.2099
0.9300, -0.5350, 0.1047
0.9400, -0.5300, -0.1887
0.9500, -0.5250, 0.05383
0.9600, -0.5200, -0.1633
0.9700, -0.5150, 0.1050
0.9800, -0.5100, -0.1079
0.9900, -0.5050, 0.09974
1.000, -0.5000, -0.09889
1.010, -0.4950, 0.1175
1.020, -0.4900, -0.05689
1.030, -0.4850, 0.1403
1.040, -0.4800, -0.06289
1.050, -0.4750, 0.1705
1.060, -0.4700, -0.06709
1.070, -0.4650, 0.1730
1.080, -0.4600, -0.07951
1.090, -0.4550, 0.1461
1.100, -0.4500, -0.04616
1.110, -0.4450, 0.1632
1.120, -0.4400, -0.02607
1.130, -0.4350, 0.1995
1.140, -0.4300, -0.04107
1.150, -0.4250, 0.1785
1.160, -0.4200, -0.002318
1.170, -0.4150, 0.2193
1.180, -0.4100, 0.01875
1.190, -0.4050, 0.1926
1.200, -0.4000, 0.01316
1.210, -0.3950, 0.2742
1.220, -0.3900, 0.03856
1.230, -0.3850, 0.3007
1.240, -0.3800, 0.07051
1.250, -0.3750, 0.2996
1.260, -0.3700, 0.08856
1.270, -0.3650, 0.3236
1.280, -0.3600, 0.07715
1.290, -0.3550, 0.3384
1.300, -0.3500, 0.1162
1.310, -0.3450, 0.3167
1.320, -0.3400, 0.09565
1.330, -0.3350, 0.3658
1.340, -0.3300, 0.1384
1.350, -0.3250, 0.3868
1.360, -0.3200, 0.1639
1.370, -0.3150, 0.4099
1.380, -0.3100, 0.1285
1.390, -0.3050, 0.4316
1.400, -0.3000, 0.1596
1.410, -0.2950, 0.4576
1.420, -0.2900, 0.1952
