-1.39004, 159.50504, 0
-1.38004, 166.13783, 0
-1.37004, 176.62354, 0
-1.36004, 191.23869, 0
-1.35004, 209.88303, 0
-1.34004, 232.63303, 0
-1.33004, 259.49811, 0
-1.32004, 289.61536, 0
-1.31012, 323.03696, 0
-1.30012, 359.35297, 0
-1.29012, 398.03418, 0
-1.28012, 438.42725, 0
-1.27012, 480.64175, 0
-1.26012, 523.72418, 0
-1.25012, 568.70221, 0
-1.24012, 609.71021, 0
-1.23012, 649.90759, 0
-1.22012, 687.72125, 0
-1.21012, 721.52899, 0
-1.20012, 749.94849, 0
-1.19012, 772.02606, 0
-1.18012, 786.47424, 0
-1.1702, 792.9115, 0
-1.1602, 790.00281, 0
-1.1502, 778.65411, 0
-1.1402, 759.15149, 0
-1.1302, 731.5426, 0
-1.1202, 696.78113, 0
-1.1102, 656.67865, 0
-1.1002, 612.42816, 0
-1.0902, 565.36438, 0
-1.0802, 516.77417, 0
-1.0702, 466.9447, 0
-1.0602, 417.25778, 0
-1.0502, 365.90244, 0
-1.0402, 316.07294, 0
-1.03028, 273.82471, 0
-1.02028, 235.48698, 0
-1.01028, 202.15607, 0
-1.00028, 179.74425, 0
-0.99028, 166.20207, 0
-0.98028, 156.71301, 0
-0.97028, 147.74847, 0
-0.96028, 137.63953, 0
-0.95028, 129.48561, 0
-0.94028, 121.9039, 0
-0.93028, 115.99112, 0
-0.92028, 112.41484, 0
-0.91028, 109.22003, 0
-0.90028, 103.46213, 0
-0.89028, 100.33408, 0
-0.88035, 98.61746, 0
-0.87035, 97.28232, 0
-0.86035, 96.31433, 0
-0.85036, 95.48941, 0
-0.84035, 94.73123, 0
-0.83035, 94.11134, 0
-0.82035, 93.66307, 0
-0.81035, 93.21961, 0
-0.80035, 92.93828, 0
-0.79035, 92.82861, 0
-0.78035, 92.59496, 0
-0.77035, 92.37084, 0
-0.76035, 92.2421, 0
-0.75035, 92.16103, 0
-0.74043, 92.11812, 0
-0.73043, 92.1515, 0
-0.72043, 92.20395, 0
-0.71043, 92.4519, 0
-0.70043, 92.57111, 0
-0.69043, 92.8, 0
-0.68043, 93.04318, 0
-0.67043, 93.31498, 0
-0.66043, 93.59631, 0
-0.65043, 94.02075, 0
-0.64043, 94.36407, 0
-0.63043, 94.71216, 0
-0.62043, 95.0984, 0
-0.61043, 95.57524, 0
-0.60051, 96.00916, 0
-0.59051, 96.62904, 0
-0.58051, 97.11066, 0
-0.57051, 97.53027, 0
-0.56051, 98.10724, 0
-0.55051, 98.66515, 0
-0.54051, 99.26596, 0
-0.53051, 99.88585, 0
-0.52051, 100.52003, 0
-0.51051, 101.17331, 0
-0.50051, 101.89333, 0
-0.49051, 102.58951, 0
-0.48051, 103.34291, 0
-0.47051, 104.05817, 0
-0.46059, 104.85449, 0
-0.45059, 105.65558, 0
-0.44059, 106.53777, 0
-0.43059, 107.32932, 0
-0.42059, 108.13995, 0
-0.41059, 109.00302, 0
-0.40059, 109.78027, 0
-0.39059, 110.70056, 0
-0.38059, 111.53503, 0
-0.37059, 112.15491, 0
-0.36059, 112.91785, 0
-0.35059, 113.66172, 0
-0.34059, 114.40559, 0
-0.33059, 115.17329, 0
-0.32059, 115.96008, 0
-0.31067, 116.6944, 0
-0.30066, 117.51933, 0
-0.29066, 118.3681, 0
-0.28067, 119.10725, 0
-0.27067, 119.95125, 0
-0.26066, 120.81432, 0
-0.25066, 121.64879, 0
-0.24066, 122.47372, 0
-0.23067, 123.36063, 0
-0.22066, 124.35722, 0
-0.21066, 125.36812, 0
-0.20066, 126.26934, 0
-0.19066, 127.33269, 0
-0.18067, 128.4008, 0
-0.17074, 129.34018, 0
-0.16074, 130.38922, 0
-0.15074, 131.54797, 0
-0.14074, 132.77821, 0
-0.13074, 133.95123, 0
-0.12074, 135.20532, 0
-0.11074, 136.52615, 0
-0.10074, 137.99481, 0
-0.09074, 139.60652, 0
-0.08074, 141.15147, 0
-0.07074, 142.98253, 0
-0.06074, 145.21417, 0
-0.05074, 147.57928, 0
-0.04074, 150.45938, 0
-0.03082, 154.29315, 0
-0.02082, 159.14264, 0
-0.01082, 165.98048, 0
-0.00082, 174.86401, 0
